type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,nameOrig,nameDest,bankOrig,bankDest
PAYMENT,24937.98,97236.64,72298.67,0.0,0.0,C1217724764,M2121023564,,
PAYMENT,23697.03,0.0,0.0,0.0,0.0,C1184570101,M2104747521,,
PAYMENT,10110.64,252232.0,242121.36,0.0,0.0,C1509719125,M1430633482,,
PAYMENT,926.16,0.0,0.0,0.0,0.0,C826529549,M1215724147,,
TRANSFER,57133.51,99043.0,41909.49,15759.63,72893.15,C1854525248,C694882469,,
TRANSFER,2309473.41,0.0,0.0,7128558.69,9438032.1,C535967668,C1980653895,,
PAYMENT,24778.18,8785.26,0.0,0.0,0.0,C297086404,M307366887,,
TRANSFER,316053.85,331.0,0.0,0.0,316053.85,C1005404378,C127580224,,
PAYMENT,16928.15,67725.76,50797.61,0.0,0.0,C1874515639,M48658627,,
TRANSFER,488862.07,6350.44,0.0,8660425.98,9149288.05,C1356276866,C289933148,,
PAYMENT,12982.4,41483.0,28500.6,0.0,0.0,C1685467222,M2132144773,,
TRANSFER,713605.08,24251.0,0.0,0.0,713605.08,C1935762506,C290814019,,
PAYMENT,7927.57,96413.0,88485.43,0.0,0.0,C1674651828,M654300529,,
TRANSFER,556880.93,0.0,0.0,863410.77,1420291.69,C819698419,C583537380,,
PAYMENT,28376.44,0.0,0.0,0.0,0.0,C793131726,M603514321,,
PAYMENT,6198.09,8238.36,2040.26,0.0,0.0,C76662443,M808696094,,
PAYMENT,1418.22,250358.0,248939.78,0.0,0.0,C2056121680,M1761873863,,
TRANSFER,684907.41,19398.0,0.0,516188.58,1201095.99,C1295250856,C1435626,,
TRANSFER,1487258.55,0.0,0.0,11711921.87,13199180.41,C1544933385,C1194765336,,
PAYMENT,3296.52,0.0,0.0,0.0,0.0,C1243360400,M119143168,,
PAYMENT,7948.58,18947.0,10998.42,0.0,0.0,C1795709793,M1933167921,,
PAYMENT,9177.73,0.0,0.0,0.0,0.0,C1706533632,M1849158425,,
PAYMENT,20505.89,54367.0,33861.11,0.0,0.0,C772656830,M211138687,,
TRANSFER,495517.4,0.0,0.0,2147851.72,2643369.12,C606097323,C1954715611,,
TRANSFER,98202.92,0.0,0.0,1343602.65,1475810.47,C2114490387,C1063212886,,
PAYMENT,54483.06,0.0,0.0,0.0,0.0,C55492553,M1739663844,,
TRANSFER,1117326.81,6053.0,0.0,351084.09,1468410.9,C1653827828,C723898004,,
PAYMENT,20266.45,3166.0,0.0,0.0,0.0,C1451047932,M1313492102,,
PAYMENT,10624.51,11622.0,997.49,0.0,0.0,C1346796134,M597365818,,
PAYMENT,16415.5,189804.15,173388.65,0.0,0.0,C1896709973,M95516081,,
PAYMENT,3579.6,14623.0,11043.4,0.0,0.0,C2135670601,M2043103869,,
PAYMENT,14705.47,41494.0,26788.53,0.0,0.0,C2145464265,M1572675893,,
PAYMENT,5319.34,0.0,0.0,0.0,0.0,C1206448473,M1098157417,,
PAYMENT,13077.59,72854.94,59777.35,0.0,0.0,C1078089800,M1584191033,,
PAYMENT,12343.52,493974.17,481630.65,0.0,0.0,C124106715,M1716491542,,
TRANSFER,94468.72,245.0,0.0,0.0,149702.89,C1861349603,C1388104078,,
TRANSFER,2018711.6,3525.0,0.0,0.0,2018711.6,C436261313,C1262201674,,
PAYMENT,29298.32,0.0,0.0,0.0,0.0,C1818139593,M591677523,,
PAYMENT,35205.7,0.0,0.0,0.0,0.0,C1453865837,M985006916,,
PAYMENT,18429.35,0.0,0.0,0.0,0.0,C1586584418,M724754758,,
TRANSFER,691024.38,0.0,0.0,733145.31,1424169.69,C1403114954,C588727704,,
PAYMENT,7348.41,191381.43,184033.02,0.0,0.0,C1534459588,M603394335,,
PAYMENT,34611.13,11808.0,0.0,0.0,0.0,C249542518,M1535429228,,
TRANSFER,174119.13,0.0,0.0,218392.4,392511.53,C1540864750,C1848949995,,
PAYMENT,5073.4,52338.0,47264.6,0.0,0.0,C410207405,M1834052002,,
TRANSFER,8038.5,0.0,0.0,96528.82,104567.32,C1995079597,C1967751130,,
PAYMENT,2186.71,36812.0,34625.29,0.0,0.0,C632338034,M2053447776,,
PAYMENT,3046.79,64367.0,61320.21,0.0,0.0,C1000203728,M1830854890,,
PAYMENT,4193.84,175921.0,171727.16,0.0,0.0,C1432069514,M418335297,,
PAYMENT,5313.45,19594.0,14280.55,0.0,0.0,C504609439,M199903037,,
PAYMENT,358.71,38952.0,38593.29,0.0,0.0,C913554377,M619006953,,
PAYMENT,26322.14,156101.8,129779.66,0.0,0.0,C1773349787,M270921858,,
TRANSFER,10457.85,0.0,0.0,341163.34,351621.19,C1601597154,C653408188,,
PAYMENT,33528.78,20623.0,0.0,0.0,0.0,C271792150,M741131362,,
PAYMENT,230.21,11526.0,11295.79,0.0,0.0,C147431828,M165153447,,
TRANSFER,124721.07,0.0,0.0,355479.39,480200.46,C1394351547,C58608931,,
PAYMENT,19545.32,0.0,0.0,0.0,0.0,C1426306988,M2095063078,,
DEBIT,5666.34,11067.0,5400.66,5547383.9,5553050.24,C833504899,C557170230,,
PAYMENT,6362.22,103922.0,97559.78,0.0,0.0,C1912222520,M1127430012,,
TRANSFER,115885.25,0.0,0.0,850416.89,966302.14,C102224528,C234816600,,
PAYMENT,17075.33,0.0,0.0,0.0,0.0,C248726007,M50226622,,
PAYMENT,2172.92,0.0,0.0,0.0,0.0,C2050851807,M1758356053,,
PAYMENT,1321.97,194636.61,193314.64,0.0,0.0,C393705927,M1526856956,,
PAYMENT,9177.96,34809.0,25631.04,0.0,0.0,C996510460,M509643350,,
PAYMENT,8569.6,65372.0,56802.4,0.0,0.0,C955884183,M236677563,,
PAYMENT,3918.63,9935.0,6016.37,0.0,0.0,C1983757497,M237973810,,
TRANSFER,314959.27,0.0,0.0,1242444.57,1557403.84,C742075839,C1421590856,,
PAYMENT,14198.96,89972.0,75773.04,0.0,0.0,C1417206786,M1177966031,,
PAYMENT,4610.88,42827.01,38216.12,0.0,0.0,C684536745,M1541966509,,
PAYMENT,21723.59,372686.17,350962.58,0.0,0.0,C1000610192,M1556943837,,
PAYMENT,7501.82,159693.0,152191.18,0.0,0.0,C1642850308,M391946988,,
PAYMENT,6055.6,0.0,0.0,0.0,0.0,C541604542,M1828688768,,
PAYMENT,462.52,0.0,0.0,0.0,0.0,C1594456812,M710110467,,
PAYMENT,10584.38,0.0,0.0,0.0,0.0,C1114861512,M1442353875,,
PAYMENT,503.12,155393.0,154889.88,0.0,0.0,C605497037,M575289469,,
PAYMENT,4114.84,31551.0,27436.16,0.0,0.0,C1684904703,M1332193102,,
TRANSFER,680625.83,11322.0,0.0,1841816.28,2522442.1,C2094509843,C34339657,,
PAYMENT,7656.33,402948.85,395292.52,0.0,0.0,C723139485,M1953442130,,
PAYMENT,28164.51,107468.0,79303.49,0.0,0.0,C1970512284,M1653841739,,
TRANSFER,1000303.6,0.0,0.0,1192325.15,2192628.76,C963783616,C1197310887,,
DEBIT,4397.55,0.0,0.0,2863234.77,2867632.32,C475711423,C1749956489,,
TRANSFER,505537.47,0.0,0.0,2772521.19,3278058.66,C632666793,C1575913066,,
PAYMENT,21954.33,0.0,0.0,0.0,0.0,C304047137,M878401650,,
PAYMENT,12314.89,0.0,0.0,0.0,0.0,C877000063,M2115355744,,
TRANSFER,345272.14,57240.0,0.0,2348534.39,2693806.53,C677157529,C976373173,,
TRANSFER,739072.55,0.0,0.0,1286272.2,2025344.76,C874345698,C1238562239,,
TRANSFER,452427.75,0.0,0.0,988131.27,1440559.01,C64932730,C683561403,,
PAYMENT,54611.23,1606.0,0.0,0.0,0.0,C950099024,M592500832,,
DEBIT,3056.25,0.0,0.0,3025614.18,3028670.43,C1743719656,C1756248403,,
PAYMENT,11464.32,5062.0,0.0,0.0,0.0,C306337250,M1835132202,,
PAYMENT,19097.25,131392.0,112294.75,0.0,0.0,C287998468,M858337248,,
PAYMENT,1772.72,17644.69,15871.97,0.0,0.0,C966611498,M1558100793,,
TRANSFER,790961.84,2269.0,0.0,0.0,790961.84,C1889131082,C1404380591,,
PAYMENT,32849.28,100212.0,67362.72,0.0,0.0,C1719615953,M1448979465,,
TRANSFER,337864.3,0.0,0.0,1389677.13,1727541.43,C470543576,C864277277,,
PAYMENT,36587.73,488.0,0.0,0.0,0.0,C1034622149,M780546474,,
TRANSFER,820892.69,202782.0,0.0,0.0,820892.69,C1972976665,C2019662608,,
PAYMENT,20009.67,21601.0,1591.33,0.0,0.0,C387502622,M852191477,,
PAYMENT,15375.04,0.0,0.0,0.0,0.0,C2062445434,M156653425,,
PAYMENT,11279.19,301190.22,289911.03,0.0,0.0,C257687569,M676062209,,
PAYMENT,15911.97,0.0,0.0,0.0,0.0,C432075920,M750343315,,
TRANSFER,1166771.02,0.0,0.0,2848190.01,4014961.04,C1904640617,C935746284,,
PAYMENT,2664.9,0.0,0.0,0.0,0.0,C1166628431,M574375666,,
PAYMENT,5999.84,75385.0,69385.16,0.0,0.0,C334554290,M564954224,,
PAYMENT,19272.43,5000.0,0.0,0.0,0.0,C868601101,M1400686221,,
PAYMENT,30601.32,0.0,0.0,0.0,0.0,C908909783,M1189259441,,
PAYMENT,9830.81,7026.0,0.0,0.0,0.0,C812251686,M1955020624,,
PAYMENT,8982.82,206784.0,197801.18,0.0,0.0,C1412936998,M1635081054,,
PAYMENT,8493.08,29525.74,21032.66,0.0,0.0,C1595940876,M456718580,,
PAYMENT,2983.79,0.0,0.0,0.0,0.0,C1384616053,M734567319,,
TRANSFER,936568.75,50356.0,0.0,85266.88,1021835.62,C1392838125,C1428111522,,
PAYMENT,5380.33,0.0,0.0,0.0,0.0,C461187031,M2045691915,,
PAYMENT,4827.62,0.0,0.0,0.0,0.0,C2123971088,M1980988068,,
PAYMENT,10701.1,770.57,0.0,0.0,0.0,C152193324,M458399441,,
PAYMENT,19455.17,20470.48,1015.31,0.0,0.0,C1368877409,M648377343,,
PAYMENT,1970.43,228762.93,226792.5,0.0,0.0,C1683839622,M396527039,,
PAYMENT,3831.3,36102.0,32270.7,0.0,0.0,C882987365,M1206737364,,
PAYMENT,25460.57,0.0,0.0,0.0,0.0,C626961670,M131820185,,
PAYMENT,6423.39,25433.0,19009.61,0.0,0.0,C1383350222,M1407708303,,
PAYMENT,7834.7,24918.0,17083.3,0.0,0.0,C1382072602,M1459826532,,
PAYMENT,11616.18,52563.0,40946.82,0.0,0.0,C1935401223,M619640710,,
PAYMENT,36696.34,0.0,0.0,0.0,0.0,C1593042511,M1110810724,,
PAYMENT,12553.19,193917.96,181364.77,0.0,0.0,C806057363,M456610791,,
PAYMENT,4231.16,9759.0,5527.84,0.0,0.0,C486219086,M549165100,,
PAYMENT,401.36,0.0,0.0,0.0,0.0,C233927306,M2088902523,,
PAYMENT,232.04,0.0,0.0,0.0,0.0,C581828338,M949398865,,
PAYMENT,11179.04,0.0,0.0,0.0,0.0,C1802042212,M1588656415,,
PAYMENT,5076.97,1965.0,0.0,0.0,0.0,C518331832,M266312145,,
TRANSFER,482511.77,0.0,0.0,3871811.47,4354323.23,C1569144647,C1720189688,,
PAYMENT,3719.55,0.0,0.0,0.0,0.0,C666251153,M469584900,,
PAYMENT,9021.88,0.0,0.0,0.0,0.0,C713887810,M2137813222,,
PAYMENT,12005.07,283374.34,271369.28,0.0,0.0,C343707846,M1760261310,,
PAYMENT,11112.65,0.0,0.0,0.0,0.0,C386540792,M115959965,,
PAYMENT,45766.05,312228.44,266462.39,0.0,0.0,C918559003,M1513514148,,
PAYMENT,3426.52,51996.0,48569.48,0.0,0.0,C1727714862,M100353408,,
PAYMENT,6158.74,0.0,0.0,0.0,0.0,C1639402922,M1571416258,,
PAYMENT,3782.41,8226.0,4443.59,0.0,0.0,C1730686089,M148385415,,
TRANSFER,681916.98,0.0,0.0,1272192.1,2022537.13,C1563572808,C400115590,,
PAYMENT,3500.17,76681.65,73181.48,0.0,0.0,C1214767961,M40108228,,
PAYMENT,16530.85,39386.96,22856.1,0.0,0.0,C2064332092,M1086874150,,
PAYMENT,1304.21,16746.0,15441.79,0.0,0.0,C1007808672,M517352789,,
PAYMENT,5965.46,0.0,0.0,0.0,0.0,C673991979,M1278264504,,
PAYMENT,6141.09,21351.98,15210.88,0.0,0.0,C341216457,M1237007712,,
PAYMENT,14308.63,0.0,0.0,0.0,0.0,C1583838717,M683161496,,
DEBIT,4759.18,47277.77,42518.59,80252.25,85011.43,C20397822,C919071175,,
TRANSFER,122347.64,23363.2,0.0,1799546.51,1921894.15,C1908182102,C1001309617,,
TRANSFER,1394690.72,144.0,0.0,570423.73,1965114.45,C1583966728,C1296958555,,
PAYMENT,9116.47,60311.0,51194.53,0.0,0.0,C320713048,M1345814068,,
PAYMENT,1775.38,101968.92,100193.53,0.0,0.0,C355697806,M1661220642,,
TRANSFER,627917.61,11519.0,0.0,6861823.03,7489740.64,C286134181,C1185665433,,
TRANSFER,1223511.85,0.0,0.0,5251882.72,6475394.57,C194979352,C151119786,,
PAYMENT,4956.38,708111.59,703155.21,0.0,0.0,C1777124041,M181466742,,
PAYMENT,8649.06,0.0,0.0,0.0,0.0,C1472462287,M1905275813,,
PAYMENT,10681.04,0.0,0.0,0.0,0.0,C1099369304,M1016433402,,
TRANSFER,426101.73,10845.0,0.0,0.0,426101.73,C44339568,C1783724717,,
PAYMENT,23284.46,418950.02,395665.55,0.0,0.0,C218888216,M956286105,,
PAYMENT,12748.13,0.0,0.0,0.0,0.0,C29583474,M693883648,,
TRANSFER,1257567.74,0.0,0.0,6130082.06,7387649.8,C1902632063,C723813024,,
PAYMENT,1944.19,87723.0,85778.81,0.0,0.0,C1041668842,M943050800,,
PAYMENT,188.44,0.0,0.0,0.0,0.0,C211608546,M317932992,,
PAYMENT,58116.63,0.0,0.0,0.0,0.0,C2041876240,M953783967,,
PAYMENT,13369.03,1934.0,0.0,0.0,0.0,C1143195305,M1667623043,,
PAYMENT,6972.49,51224.0,44251.51,0.0,0.0,C36620861,M595834525,,
PAYMENT,8896.53,0.0,0.0,0.0,0.0,C939003235,M848609086,,
PAYMENT,8974.15,10515.0,1540.85,0.0,0.0,C702919143,M1085346739,,
PAYMENT,21248.03,1072.0,0.0,0.0,0.0,C33122271,M949474859,,
TRANSFER,473098.11,0.0,0.0,2763924.53,3237022.63,C437576121,C1050445022,,
PAYMENT,14963.4,6583.84,0.0,0.0,0.0,C1873522790,M494004571,,
PAYMENT,3296.67,0.0,0.0,0.0,0.0,C1777683910,M808481628,,
PAYMENT,5244.28,10454.4,5210.13,0.0,0.0,C1144785006,M249895610,,
PAYMENT,20648.14,50085.58,29437.44,0.0,0.0,C1385694198,M10690988,,
PAYMENT,12924.85,16426.0,3501.15,0.0,0.0,C2045097302,M418778581,,
PAYMENT,19774.64,0.0,0.0,0.0,0.0,C27268405,M258354137,,
PAYMENT,6846.9,0.0,0.0,0.0,0.0,C1349690297,M1373827197,,
PAYMENT,17810.58,154.0,0.0,0.0,0.0,C443757954,M1523705674,,
TRANSFER,1305539.49,5507.0,0.0,0.0,1434646.59,C1291296680,C12682459,,
PAYMENT,12992.08,62649.0,49656.92,0.0,0.0,C262196568,M1682973919,,
PAYMENT,7400.64,123461.85,116061.21,0.0,0.0,C1915444900,M575866619,,
TRANSFER,5282257.2,0.0,0.0,20014696.39,25296953.58,C762780706,C2059009935,,
TRANSFER,26060.86,199031.13,172970.27,398243.6,424304.46,C684957646,C37857149,,
PAYMENT,12358.77,622619.5,610260.73,0.0,0.0,C1822909720,M1250497773,,
PAYMENT,13911.15,520383.0,506471.85,0.0,0.0,C1835281408,M468896384,,
TRANSFER,323144.25,0.0,0.0,8598209.03,8985326.34,C362442544,C1739522011,,
PAYMENT,12637.52,0.0,0.0,0.0,0.0,C14939010,M1115817673,,
PAYMENT,11357.39,8266.0,0.0,0.0,0.0,C274630932,M576886977,,
PAYMENT,4818.66,0.0,0.0,0.0,0.0,C1742752027,M1455004428,,
PAYMENT,9075.78,0.0,0.0,0.0,0.0,C330386483,M1360355299,,
PAYMENT,8646.78,0.0,0.0,0.0,0.0,C1641930737,M604288503,,
PAYMENT,362.22,14815.0,14452.78,0.0,0.0,C1022528810,M56630100,,
PAYMENT,46559.85,27444.0,0.0,0.0,0.0,C1864955002,M2099920739,,
PAYMENT,9130.55,0.0,0.0,0.0,0.0,C1665489127,M139324989,,
PAYMENT,20454.8,0.0,0.0,0.0,0.0,C617517184,M307148320,,
PAYMENT,5171.83,8319.91,3148.08,0.0,0.0,C963894446,M375441160,,
TRANSFER,236904.51,0.0,0.0,524181.04,761085.55,C1412440427,C1491138834,,
DEBIT,6589.02,0.0,0.0,82616.18,89205.2,C1892930323,C344118886,,
PAYMENT,16091.21,0.0,0.0,0.0,0.0,C1846832919,M871680481,,
PAYMENT,3223.17,395.0,0.0,0.0,0.0,C1455868823,M1981964794,,
PAYMENT,4492.76,20168.0,15675.24,0.0,0.0,C1912325831,M1640353877,,
PAYMENT,13443.81,54475.0,41031.19,0.0,0.0,C1569160856,M673517925,,
PAYMENT,11804.85,46526.0,34721.15,0.0,0.0,C581973383,M173338437,,
PAYMENT,2326.79,118622.64,116295.84,0.0,0.0,C1887683521,M2023403370,,
PAYMENT,833.23,23810.0,22976.77,0.0,0.0,C1244645291,M883104926,,
PAYMENT,244.53,0.0,0.0,0.0,0.0,C1935733732,M1271642306,,
PAYMENT,10194.7,0.0,0.0,0.0,0.0,C253839047,M1921199611,,
TRANSFER,32615.11,0.0,0.0,768487.17,801102.28,C818990943,C1905020502,,
PAYMENT,20130.66,127954.19,107823.52,0.0,0.0,C117656106,M587542706,,
PAYMENT,2640.37,18917.0,16276.63,0.0,0.0,C1962465282,M1527419306,,
TRANSFER,361577.62,111506.0,0.0,97554.47,459132.09,C592360011,C423886236,,
PAYMENT,21289.2,0.0,0.0,0.0,0.0,C86624729,M1002868586,,
PAYMENT,14718.18,0.0,0.0,0.0,0.0,C2023673314,M1330695217,,
PAYMENT,437.52,40472.0,40034.48,0.0,0.0,C370430372,M855657957,,
PAYMENT,19417.34,0.0,0.0,0.0,0.0,C47747344,M1111530251,,
PAYMENT,4851.14,7037.0,2185.86,0.0,0.0,C803887246,M64591233,,
PAYMENT,19017.14,264885.0,245867.86,0.0,0.0,C129640045,M1150330912,,
PAYMENT,4810.54,0.0,0.0,0.0,0.0,C457736487,M409847561,,
PAYMENT,9779.33,0.0,0.0,0.0,0.0,C194377440,M1601075349,,
TRANSFER,1267397.63,44479.0,0.0,0.0,1267397.63,C2142703220,C672293837,,
PAYMENT,7748.51,211444.36,203695.85,0.0,0.0,C1181833668,M1346286011,,
PAYMENT,32162.73,33925.0,1762.27,0.0,0.0,C111996432,M1169883362,,
PAYMENT,14844.25,4359.85,0.0,0.0,0.0,C1401989605,M1688060693,,
PAYMENT,5372.34,11551.0,6178.66,0.0,0.0,C1841413060,M1410241384,,
PAYMENT,20341.31,14814.61,0.0,0.0,0.0,C1867001249,M1903883630,,
PAYMENT,3315.03,33387.0,30071.97,0.0,0.0,C207155351,M773749095,,
TRANSFER,407998.03,68061.62,0.0,14582154.09,14990152.12,C233923645,C1945919628,,
TRANSFER,513072.85,0.0,0.0,1018470.31,1531543.16,C272372397,C2140278601,,
TRANSFER,477996.59,21110.0,0.0,0.0,477996.59,C141939301,C504052748,,
TRANSFER,1445809.03,69.0,0.0,9348210.22,10794019.25,C355656060,C1423003075,,
PAYMENT,21452.82,0.0,0.0,0.0,0.0,C454090106,M434464671,,
PAYMENT,9377.76,0.0,0.0,0.0,0.0,C1762025690,M861547962,,
PAYMENT,4572.35,20338.0,15765.65,0.0,0.0,C1745248756,M1726750464,,
PAYMENT,2312.63,0.0,0.0,0.0,0.0,C1330578786,M490803105,,
PAYMENT,35606.53,0.0,0.0,0.0,0.0,C254173477,M123352698,,
PAYMENT,41978.08,21738.63,0.0,0.0,0.0,C532664568,M2125469292,,
PAYMENT,2287.17,0.0,0.0,0.0,0.0,C1942885573,M918260246,,
PAYMENT,11806.02,60746.78,48940.76,0.0,0.0,C1652624217,M43747063,,
PAYMENT,6936.02,50347.0,43410.98,0.0,0.0,C76931126,M921561549,,
PAYMENT,5382.85,49967.0,44584.15,0.0,0.0,C1169926045,M414232915,,
PAYMENT,53004.11,50276.0,0.0,0.0,0.0,C1392490398,M1753304457,,
PAYMENT,14942.83,52188.0,37245.17,0.0,0.0,C989670912,M1695424912,,
PAYMENT,38993.43,17294.0,0.0,0.0,0.0,C724444139,M2064974798,,
TRANSFER,871942.48,0.0,0.0,1061295.17,1933237.65,C847361230,C176773303,,
PAYMENT,12099.95,0.0,0.0,0.0,0.0,C1977526874,M996454772,,
PAYMENT,33572.7,49055.0,15482.3,0.0,0.0,C618688445,M597038513,,
PAYMENT,16995.37,41908.0,24912.63,0.0,0.0,C1014426565,M845044287,,
PAYMENT,5746.73,4124.4,0.0,0.0,0.0,C1680639910,M1081795998,,
PAYMENT,8280.95,103981.13,95700.18,0.0,0.0,C1578120005,M1598671677,,
PAYMENT,1119.79,158467.98,157348.19,0.0,0.0,C1060432308,M970236057,,
PAYMENT,21370.85,2559.0,0.0,0.0,0.0,C1446493019,M1283262363,,
PAYMENT,2200.9,248708.49,246507.6,0.0,0.0,C1403510555,M1168556848,,
PAYMENT,6183.08,709.0,0.0,0.0,0.0,C252305940,M2049008038,,
PAYMENT,12978.86,217364.0,204385.14,0.0,0.0,C1464665712,M134707399,,
PAYMENT,14928.34,65249.68,50321.35,0.0,0.0,C247094597,M2032092303,,
TRANSFER,621157.14,18473.0,0.0,0.0,621157.14,C1271452975,C1722338636,,
PAYMENT,3564.29,21022.0,17457.71,0.0,0.0,C1044671386,M1872411175,,
PAYMENT,2950.17,11304.0,8353.83,0.0,0.0,C366925442,M2028640665,,
PAYMENT,25992.34,252111.39,226119.06,0.0,0.0,C1428959006,M1041476814,,
PAYMENT,11854.14,0.0,0.0,0.0,0.0,C1815158713,M1437063226,,
TRANSFER,379882.08,0.0,0.0,839436.49,1219318.57,C640067165,C1616399870,,
PAYMENT,9031.53,0.0,0.0,0.0,0.0,C646486436,M1782210264,,
PAYMENT,19659.15,0.0,0.0,0.0,0.0,C897356309,M705022358,,
PAYMENT,20357.44,42471.29,22113.85,0.0,0.0,C1903368638,M54792406,,
PAYMENT,13346.98,936624.04,923277.06,0.0,0.0,C267038232,M1554419179,,
PAYMENT,40648.59,348.0,0.0,0.0,0.0,C2006602424,M1672579907,,
PAYMENT,4978.63,0.0,0.0,0.0,0.0,C1664482907,M1346441378,,
PAYMENT,27841.59,0.0,0.0,0.0,0.0,C1494397995,M2118051301,,
PAYMENT,2540.19,179338.74,176798.55,0.0,0.0,C449979708,M1631855423,,
PAYMENT,14674.29,3659.0,0.0,0.0,0.0,C1776469989,M390766098,,
TRANSFER,3359597.42,100442.0,0.0,0.0,3359597.42,C1107773506,C1156704981,,
DEBIT,462.8,46086.0,45623.2,1051955.95,1052418.75,C1196493509,C1990717587,,
PAYMENT,7488.99,139164.59,131675.59,0.0,0.0,C1693011864,M60021654,,
PAYMENT,11633.42,60168.0,48534.58,0.0,0.0,C164794669,M502071610,,
TRANSFER,1538234.14,1050.0,0.0,0.0,1538234.14,C53908116,C2103373143,,
PAYMENT,35107.9,0.0,0.0,0.0,0.0,C1468570488,M1636944331,,
PAYMENT,8929.8,6195.34,0.0,0.0,0.0,C1333687182,M468772123,,
PAYMENT,7057.88,0.0,0.0,0.0,0.0,C1673417533,M1494926351,,
PAYMENT,30269.62,0.0,0.0,0.0,0.0,C436206046,M221890750,,
PAYMENT,23045.64,240866.18,217820.54,0.0,0.0,C1457116480,M925276440,,
TRANSFER,6222.74,0.0,0.0,357173.92,460151.81,C555407069,C553034816,,
PAYMENT,12945.58,0.0,0.0,0.0,0.0,C1724678011,M446136819,,
PAYMENT,3903.93,20013.0,16109.07,0.0,0.0,C1683674627,M1567902708,,
PAYMENT,431.13,0.0,0.0,0.0,0.0,C852969244,M1027347580,,
PAYMENT,17419.16,38359.12,20939.96,0.0,0.0,C1085170099,M1287176829,,
PAYMENT,13699.5,27452.0,13752.5,0.0,0.0,C1448382956,M606769977,,
TRANSFER,970126.43,0.0,0.0,4007544.76,4977671.19,C676608832,C1611662122,,
PAYMENT,7716.92,0.0,0.0,0.0,0.0,C1293503870,M1539430121,,
PAYMENT,4703.04,0.0,0.0,0.0,0.0,C298728864,M2111617450,,
PAYMENT,837.3,0.0,0.0,0.0,0.0,C2091087811,M956657219,,
PAYMENT,12094.57,288857.01,276762.45,0.0,0.0,C2112379641,M1687039530,,
PAYMENT,739.71,24435.0,23695.29,0.0,0.0,C2063241220,M268973204,,
TRANSFER,330756.72,330756.72,0.0,0.0,0.0,C2036720607,C2048695496,,
PAYMENT,1125.21,0.0,0.0,0.0,0.0,C638147750,M97800903,,
TRANSFER,818805.34,0.0,0.0,2969430.18,3788235.52,C972085285,C703801921,,
PAYMENT,8793.92,313515.14,304721.22,0.0,0.0,C1903548259,M372415459,,
PAYMENT,12179.99,597818.0,585638.01,0.0,0.0,C1803900980,M28825367,,
TRANSFER,853503.44,0.0,0.0,8575838.01,9429341.45,C1763186321,C1000610515,,
PAYMENT,4683.83,24880.89,20197.06,0.0,0.0,C228451487,M2108290094,,
PAYMENT,13436.93,143038.0,129601.07,0.0,0.0,C2097913132,M240307156,,
PAYMENT,5555.3,0.0,0.0,0.0,0.0,C91639655,M2102929356,,
PAYMENT,8421.03,106288.0,97866.97,0.0,0.0,C521359379,M721461660,,
PAYMENT,7815.36,12478.0,4662.64,0.0,0.0,C1573409332,M339048993,,
PAYMENT,9580.52,109164.12,99583.61,0.0,0.0,C1070049418,M995075622,,
PAYMENT,16860.39,135.0,0.0,0.0,0.0,C149681940,M265731574,,
PAYMENT,2690.67,20428.0,17737.33,0.0,0.0,C1798806138,M1654839878,,
PAYMENT,32947.54,0.0,0.0,0.0,0.0,C991117687,M1213250208,,
PAYMENT,7248.65,701415.45,694166.8,0.0,0.0,C1795635430,M2059388499,,
PAYMENT,11487.19,29990.08,18502.9,0.0,0.0,C115317747,M370667171,,
PAYMENT,35724.71,33930.0,0.0,0.0,0.0,C343382389,M1291905960,,
PAYMENT,18691.93,0.0,0.0,0.0,0.0,C868620058,M989593768,,
TRANSFER,7413746.52,0.0,0.0,20000000.0,27413746.52,C1643805659,C301985750,,
PAYMENT,1540.36,20713.0,19172.64,0.0,0.0,C492190124,M2070068423,,
TRANSFER,335610.28,0.0,0.0,358945.85,694556.13,C2036727349,C629677508,,
PAYMENT,6094.61,0.0,0.0,0.0,0.0,C441441527,M1330060912,,
PAYMENT,21729.56,90264.0,68534.44,0.0,0.0,C1804852482,M545031505,,
TRANSFER,169265.07,0.0,0.0,446361.14,615626.21,C425296443,C1463972396,,
PAYMENT,11171.63,33765.0,22593.37,0.0,0.0,C1396265600,M1749673685,,
PAYMENT,26513.51,0.0,0.0,0.0,0.0,C2022857819,M1160054479,,
PAYMENT,3784.73,94076.0,90291.27,0.0,0.0,C172784999,M1978481275,,
PAYMENT,6523.73,0.0,0.0,0.0,0.0,C2103881129,M2132501136,,
PAYMENT,5471.61,15796.0,10324.39,0.0,0.0,C755028087,M2081202536,,
TRANSFER,1243793.6,0.0,0.0,2606156.98,3849950.59,C1773660643,C892931653,,
PAYMENT,9015.55,0.0,0.0,0.0,0.0,C804365304,M1136571301,,
PAYMENT,24626.43,46166.0,21539.57,0.0,0.0,C790844581,M373660055,,
PAYMENT,16513.08,107.0,0.0,0.0,0.0,C1431586344,M1747228165,,
TRANSFER,473764.38,0.0,0.0,8111902.64,8585667.03,C450714867,C558312068,,
PAYMENT,12204.76,5309.0,0.0,0.0,0.0,C752632893,M953727332,,
PAYMENT,15292.73,527094.0,511801.27,0.0,0.0,C727209522,M1263247077,,
